Case_Number,Date,Offense,Description,Block,City,State,latitude,longitude
1800047380,5/31/18,HOMICIDE,MURDER/GUN 2ND DEGREE,400 E HARRISON ST,BATON ROUGE,LA,30.429034,-91.178794
1800101491,11/3/18,Assault,BATT/SIMPLE/CC,2025 RHODES AV,BATON ROUGE,LA,30.466783,-91.145487
1800060476,7/5/18,ASSAULT,ASSAULT/SIMPLE/CC,2265 HIGHLAND RD,BATON ROUGE,LA,30.426005,-91.180139
1800012130,2/7/18,Assault,BATT/SIMPLE/CC,2803 DAYTON ST,BATON ROUGE,LA,30.488199,-91.161751
1800052501,6/14/18,ASSAULT,ASSAULT/SIMPLE/CC,7515 PERKINS RD,BATON ROUGE,LA,30.395598,-91.110638
1800070399,8/2/18,ASSAULT,ASSAULT/SIMPLE/CC,3578 CANONICUS ST,BATON ROUGE,LA,30.480651,-91.163393
1800000850,1/3/18,ASSAULT,BATT/DOM ABU CHILD ENDANGER/MISD,300 N 15TH ST,BATON ROUGE,LA,30.449948,-91.173574
1800010295,2/1/18,Assault,BATT/SIMPLE/CC,5200 LONGFELLOW DR,BATON ROUGE,LA,30.498324,-91.157235
1800036942,4/28/18,Assault,BATT/SIMPLE,2278 O'NEAL LN,BATON ROUGE,LA,30.436147,-91.007553
1800036293,4/26/18,ASSAULT,BATT/DOM ABUSE STRANGULATION/FELONY,5415 JEFFERSON AV,BATON ROUGE,LA,30.465401,-91.135009
1800108142,11/23/18,Assault,BATT/SIMPLE/CC,9232 GREAT SMOKY AV,BATON ROUGE,LA,30.476098,-91.085589
1800111016,12/3/18,ASSAULT,BATT/DOM ABU CHILD ENDANGER/MISD,3028 CANONICUS ST,BATON ROUGE,LA,30.475689,-91.163115
1800105658,11/16/18,ASSAULT,ASSAULT/SIMPLE/CC,2734 MADISON AV,BATON ROUGE,LA,30.467697,-91.161257
1800048126,6/2/18,ASSAULT,ASSAULT/SIMPLE/CC,3104 SLATE ST,BATON ROUGE,LA,30.460262,-91.158783
1800084862,9/15/18,Assault,BATT/2ND DEGREE,6422 ARBOR VITAE DR,BATON ROUGE,LA,30.509114,-91.132132
1800093000,10/8/18,ASSAULT,DOMESTIC ABUSE BATTERY,1563 CARDINAL ST,BATON ROUGE,LA,30.527649,-91.177727
1800029407,4/3/18,HOMICIDE,MURDER/GUN 2ND DEGREE,1368 MARQUE ANN DR,BATON ROUGE,LA,30.464747,-91.043066
1800101376,11/3/18,Assault,BATT/AGG OTHER DANGER WEAPON,3547 WASHINGTON AV,BATON ROUGE,LA,30.465197,-91.153462
1800062836,7/12/18,Assault,BATT/AGG OTHER DANGER WEAPON,12589 ROBBIE AV,BATON ROUGE,LA,30.464983,-91.043353
1800050180,6/8/18,ASSAULT,ASSAULT/AGG FIREARM,200 LEE DR,BATON ROUGE,LA,30.396034,-91.157745
1800026903,3/26/18,Assault,BATT/SIMPLE/CC,13814 GOODWOOD DR,BATON ROUGE,LA,30.450622,-91.031412
1800061454,7/8/18,Assault,DOMESTIC ABUSE BATT,5538 FREY ST,BATON ROUGE,LA,30.475931,-91.134967
1800063599,7/14/18,ASSAULT,ASSAULT/SIMPLE/CC,2320 S SHERWOOD FOREST BL,BATON ROUGE,LA,30.431939,-91.057277
1800101934,11/4/18,Assault,BATT/AGG KNIFE,6288 AIRLINE HW,BATON ROUGE,LA,30.497542,-91.127863
1800010047,1/31/18,ASSAULT,ASSAULT/SIMPLE/CC,4079 N BARROW DR,BATON ROUGE,LA,30.466156,-91.148669
1800056222,6/24/18,HOMICIDE,MURDER/OTHER 2ND DEGREE,5045 GREENWELL ST,BATON ROUGE,LA,30.502052,-91.140819
1800037894,5/2/18,Assault,BATT/AGG 2ND DEGREE,3579 VICTORIA DR,BATON ROUGE,LA,30.482417,-91.117685
1800015377,2/18/18,Assault,BATT/2ND DEGREE,10210 AVENUE L ST,BATON ROUGE,LA,30.536919,-91.200746
1800030574,4/7/18,Assault,BATT/2ND DEGREE,100 ST VINCENT DE PAUL PL,BATON ROUGE,LA,30.447807,-91.172792
1800029918,4/5/18,Assault,BATT/AGG 2ND DEGREE,3189 OZARK ST,BATON ROUGE,LA,30.479097,-91.158032
1800072934,8/10/18,ASSAULT,ASSAULT/ AGG FIREARM,4903 SHERWOOD ST,BATON ROUGE,LA,30.490353,-91.141303
1800056842,6/26/18,Assault,BATT/AGG OTHER DANGER WEAPON,3921 ELM DR,BATON ROUGE,LA,30.485378,-91.137948
1800024064,3/17/18,Assault,BATT/AGG OTHER DANGER WEAPON,2627 ERIE ST,BATON ROUGE,LA,30.476248,-91.162684
JB253897,4/27/18,Assault,AGG SEX ASSLT OF CHILD FAM MBR,106XX S BENSLEY AVE,Chicago,IL,41.70211053,-87.56321929
JB319019,6/23/18,Assault,NON-AGGRAVATED,003XX S LOOMIS ST,Chicago,IL,41.87727424,-87.66187378
JB321336,6/23/18,Assault,SIMPLE,011XX S STATE ST,Chicago,IL,41.86878023,-87.62745848
JB324434,6/27/18,ASSAULT,AGGRAVATED: HANDGUN,013XX W 100TH PL,Chicago,IL,41.71139362,-87.65494484
JB335166,7/4/18,Assault,SIMPLE,057XX S KEDZIE AVE,Chicago,IL,41.78920462,-87.70343754
JB331940,6/27/18,ASSAULT,AGG PRO.EMP: HANDGUN,037XX S WABASH AVE,Chicago,IL,41.82606905,-87.62485689
JB470779,10/10/18,ASSAULT,AGGRAVATED: HANDGUN,076XX S MAY ST,Chicago,IL,41.75529733,-87.65265389
JB341399,7/8/18,ASSAULT,AGGRAVATED: HANDGUN,043XX S PULASKI RD,Chicago,IL,41.81473776,-87.72384395
JB231543,4/20/18,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,002XX S CANAL ST,Chicago,IL,41.87884043,-87.63958293
JB434946,9/14/18,Assault,SIMPLE,015XX N CLYBOURN AVE,Chicago,IL,41.91067631,-87.64918707
JB451615,9/25/18,ASSAULT,SIMPLE,068XX S WASHTENAW AVE,Chicago,IL,41.76939989,-87.69070581
JB496541,10/30/18,Assault,AGGRAVATED: HANDGUN,040XX W 30TH ST,Chicago,IL,41.83870645,-87.72595418
JB557534,4/9/18,Assault,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,030XX N RACINE AVE,Chicago,IL,41.93678172,-87.65886094
JB142589,2/5/18,Assault,NON-AGGRAVATED,097XX S TORRENCE AVE,Chicago,IL,41.71847127,-87.55981898
JB159350,2/18/18,Assault,PRO EMP HANDS NO/MIN INJURY,022XX W DIVISION ST,Chicago,IL,41.90307749,-87.68367333
JB236414,4/5/18,Assault,SIMPLE,016XX W HARRISON ST,Chicago,IL,41.87418063,-87.66785807
JB236911,4/25/18,Assault,AGG: HANDS/FIST/FEET SERIOUS INJURY,032XX W 26TH ST,Chicago,IL,41.84449272,-87.70679314
JB238684,4/26/18,ASSAULT,AGGRAVATED PO: HANDGUN,021XX W HARRISON ST,Chicago,IL,41.87398492,-87.68013473
JB160317,2/21/18,Assault,AGGRAVATED PO: OTHER DANG WEAP,031XX S ASHLAND AVE,Chicago,IL,41.83591591,-87.66570061
JB394140,8/15/18,Assault,DOMESTIC BATTERY SIMPLE,082XX S INGLESIDE AVE,Chicago,IL,41.74525081,-87.60137791
JB395320,8/15/18,Assault,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,078XX S HERMITAGE AVE,Chicago,IL,41.75146867,-87.66710779
JB395421,8/16/18,Assault,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,078XX S ESCANABA AVE,Chicago,IL,41.75295025,-87.55406184
JB409458,8/26/18,Assault,DOMESTIC BATTERY SIMPLE,101XX S BEVERLY AVE,Chicago,IL,41.70957753,-87.65738476
JB422715,9/5/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,054XX S BISHOP ST,Chicago,IL,41.79544872,-87.66097927
JB440555,9/18/18,Assault,SIMPLE,029XX S WABASH AVE,Chicago,IL,41.84114276,-87.62521543
JB452201,9/26/18,Assault,SIMPLE,024XX S SAWYER AVE,Chicago,IL,41.84767091,-87.70635106
JB455307,9/29/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,008XX N STATE ST,Chicago,IL,41.89688859,-87.62820319
JB493082,10/27/18,ASSAULT,AGGRAVATED: HANDGUN,015XX W 77TH ST,Chicago,IL,41.75400551,-87.66258107
JB524939,11/22/18,Assault,DOMESTIC BATTERY SIMPLE,011XX E 90TH ST,Chicago,IL,41.73129266,-87.59656123
JB539277,12/4/18,Assault,DOMESTIC BATTERY SIMPLE,118XX S WALLACE ST,Chicago,IL,41.67888743,-87.63711866
JB376325,8/2/18,Assault,PRO EMP HANDS NO/MIN INJURY,0000X E VAN BUREN ST,Chicago,IL,41.87700441,-87.62473155
JB109360,1/8/18,Assault,AGG SEX ASSLT OF CHILD FAM MBR,029XX N SHERIDAN RD,Chicago,IL,41.93515633,-87.63938456
JB283041,5/29/18,Assault,PRO EMP HANDS NO/MIN INJURY,039XX W DIVISION ST,Chicago,IL,41.90267852,-87.72558337
JB329693,6/30/18,Assault,AGG PO HANDS NO/MIN INJURY,091XX S STONY ISLAND AVE,Chicago,IL,41.72916011,-87.58548161
JB344442,7/10/18,Assault,PRO EMP HANDS NO/MIN INJURY,011XX S WABASH AVE,Chicago,IL,41.86838064,-87.62584745
JB545064,12/8/18,Assault,DOMESTIC BATTERY SIMPLE,076XX S COLES AVE,Chicago,IL,41.75690645,-87.55552398
JB548016,11/15/18,Assault,AGG CRIMINAL SEXUAL ABUSE,060XX N CLAREMONT AVE,Chicago,IL,41.99130628,-87.68846016
JB102719,1/3/18,HOMICIDE,FIRST DEGREE MURDER,068XX S EVANS AVE,Chicago,IL,41.77073417,-87.60696828
JB112448,1/11/18,ASSAULT,AGGRAVATED: HANDGUN,003XX W 75TH ST,Chicago,IL,41.75809233,-87.63368299
JB112813,1/9/18,Assault,INDECENT SOLICITATION/CHILD,043XX N MONTICELLO AVE,Chicago,IL,41.95994957,-87.71922296
JB194561,3/21/18,ASSAULT,AGGRAVATED: HANDGUN,095XX S STONY ISLAND AVE,Chicago,IL,41.72191837,-87.58513701
JB490453,10/26/18,Assault,ATTEMPT NON-AGGRAVATED,050XX W CRYSTAL ST,Chicago,IL,41.90319479,-87.75215566
JB230424,4/19/18,Assault,AGGRAVATED: OTHER,039XX N FREMONT ST,Chicago,IL,41.95401666,-87.65210598
JB468091,10/9/18,Assault,SIMPLE,056XX S WOOD ST,Chicago,IL,41.79136464,-87.66937176
JB149581,1/31/18,Assault,AGGRAVATED: HANDGUN,066XX S CAMPBELL AVE,Chicago,IL,41.77289663,-87.68590882
JB507923,11/8/18,Assault,SIMPLE,043XX W 47TH ST,Chicago,IL,41.80775593,-87.73262887
JB525233,11/22/18,Assault,DOMESTIC BATTERY SIMPLE,068XX S KENNETH AVE,Chicago,IL,41.76880238,-87.73347629
JB368524,7/28/18,Assault,AGGRAVATED: KNIFE/CUT INSTR,110XX S HALSTED ST,Chicago,IL,41.69320086,-87.64240522
JB101279,1/2/18,Assault,AGGRAVATED: OTHER,073XX S ARTESIAN AVE,Chicago,IL,41.76027776,-87.68434599
JB461634,10/3/18,HOMICIDE,FIRST DEGREE MURDER,045XX W ADAMS ST,Chicago,IL,41.87781891,-87.73878468
JB544504,12/7/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,016XX S KOMENSKY AVE,Chicago,IL,41.85815065,-87.72615933
JB323422,6/26/18,Assault,NON-AGGRAVATED,015XX W 79TH ST,Chicago,IL,41.75038487,-87.66148638
JB300369,6/9/18,Assault,AGGRAVATED: HANDGUN,101XX S PARNELL AVE,Chicago,IL,41.71019314,-87.63685055
JB376047,8/1/18,Assault,NON-AGGRAVATED,036XX N NEW ENGLAND AVE,Chicago,IL,41.94607055,-87.79843909
JB531652,11/28/18,Assault,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,080XX S INGLESIDE AVE,Chicago,IL,41.74859122,-87.60147189
JB150193,2/13/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,008XX E 79TH ST,Chicago,IL,41.75129148,-87.60490439
JB363671,7/24/18,Assault,AGGRAVATED: HANDGUN,024XX S SPAULDING AVE,Chicago,IL,41.84730428,-87.70755847
JB358768,7/23/18,HOMICIDE,FIRST DEGREE MURDER,011XX N CENTRAL PARK AVE,Chicago,IL,41.90134859,-87.71651188
JB155167,2/17/18,ASSAULT,AGGRAVATED: HANDGUN,068XX S HOYNE AVE,Chicago,IL,41.76967948,-87.67609486
JB309614,6/15/18,Assault,PREDATORY,019XX N LOWELL AVE,Chicago,IL,41.91589514,-87.73506221
JB325148,6/27/18,Assault,AGGRAVATED: HANDGUN,024XX W 70TH ST,Chicago,IL,41.76648886,-87.6849652
JB379731,8/5/18,Assault,AGGRAVATED: HANDGUN,041XX W CULLERTON ST,Chicago,IL,41.85435437,-87.72857747
JB528473,11/20/18,Assault,ATT CRIM SEXUAL ABUSE,052XX S SAWYER AVE,Chicago,IL,41.79851866,-87.70492701
JB220564,4/12/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,072XX S STEWART AVE,Chicago,IL,41.76296086,-87.63460877
JB275373,5/23/18,ASSAULT,AGGRAVATED: HANDGUN,003XX W 75TH ST,Chicago,IL,41.75809233,-87.63368299
JB422997,9/5/18,Assault,AGGRAVATED: OTHER,123XX S UNION AVE,Chicago,IL,41.66966276,-87.63923111
JB377706,8/3/18,Assault,DOMESTIC BATTERY SIMPLE,010XX N DRAKE AVE,Chicago,IL,41.89970342,-87.71523474
JB529423,11/26/18,Assault,DOMESTIC BATTERY SIMPLE,065XX S ASHLAND AVE,Chicago,IL,41.77483806,-87.66409078
JB488074,10/24/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,021XX W 95TH ST,Chicago,IL,41.72103343,-87.67554318
JB131377,1/24/18,Assault,PREDATORY,077XX S UNION AVE,Chicago,IL,41.75384867,-87.64168188
JB337284,7/2/18,Assault,CRIMINAL SEXUAL ABUSE,003XX S MAPLEWOOD AVE,Chicago,IL,41.87676332,-87.69007565
JB345866,7/11/18,Assault,AGGRAVATED: HANDGUN,072XX S GREEN ST,Chicago,IL,41.76279644,-87.64556274
JB482353,10/13/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,012XX N ASHLAND AVE,Chicago,IL,41.90445042,-87.66752546
JB451597,8/19/18,Assault,AGGRAVATED: OTHER,095XX S STATE ST,Chicago,IL,41.72118063,-87.62371719
JB106414,1/6/18,Assault,AGGRAVATED: HANDGUN,023XX E 69TH ST,Chicago,IL,41.76988453,-87.56865203
JB141391,2/4/18,Assault,AGG PO HANDS NO/MIN INJURY,085XX S KINGSTON AVE,Chicago,IL,41.74016323,-87.56240938
JB280599,5/27/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,068XX S MORGAN ST,Chicago,IL,41.77012736,-87.64939219
JB398518,4/11/18,ASSAULT,AGGRAVATED: HANDGUN,064XX S CLAREMONT AVE,Chicago,IL,41.77645706,-87.68221417
JB368001,5/1/18,Assault,ATT AGG CRIMINAL SEXUAL ABUSE,035XX W 57TH ST,Chicago,IL,41.78975208,-87.71174512
JB288862,5/1/18,Assault,PREDATORY,024XX W FLOURNOY ST,Chicago,IL,41.87296991,-87.68698908
JB338661,7/6/18,Assault,SIMPLE,006XX S JEFFERSON ST,Chicago,IL,41.87417034,-87.64241662
JB317260,6/17/18,Assault,NON-AGGRAVATED,008XX N MASSASOIT AVE,Chicago,IL,41.89540314,-87.76906322
JB462165,10/4/18,Assault,ATTEMPT NON-AGGRAVATED,048XX W POLK ST,Chicago,IL,41.87025617,-87.74579763
JB494027,10/28/18,Assault,AGGRAVATED:KNIFE/CUTTING INSTR,041XX W 21ST PL,Chicago,IL,41.85253449,-87.72849551
JB558932,12/18/18,Assault,SIMPLE,0000X E 99TH PL,Chicago,IL,41.71355114,-87.62278291
JB467761,9/18/18,Assault,DOMESTIC BATTERY SIMPLE,048XX S LAWLER AVE,Chicago,IL,41.80514926,-87.74920239
JB160874,2/22/18,Assault,AGGRAVATED: HANDGUN,095XX S HALSTED ST,Chicago,IL,41.72100567,-87.64320269
JB500782,10/26/18,Assault,AGG CRIMINAL SEXUAL ABUSE,023XX S HOMAN AVE,Chicago,IL,41.84912354,-87.71004757
JB532034,11/28/18,Assault,AGGRAVATED: OTHER,043XX W WASHINGTON BLVD,Chicago,IL,41.88194833,-87.73390276
JB273286,5/22/18,HOMICIDE,FIRST DEGREE MURDER,030XX W BELMONT AVE,Chicago,IL,41.93936254,-87.70303151
JB532502,9/29/18,Assault,OTHER,037XX W BELDEN AVE,Chicago,IL,41.89214346,-87.61442738
JB449033,9/24/18,Assault,NON-AGGRAVATED,096XX S MICHIGAN AVE,Chicago,IL,41.71902307,-87.62052856
JB102719,1/3/18,HOMICIDE,FIRST DEGREE MURDER,068XX S EVANS AVE,Chicago,IL,41.77073417,-87.60696828
JB112813,1/9/18,SEX OFFENSE,INDECENT SOLICITATION/CHILD,043XX N MONTICELLO AVE,Chicago,IL,41.95994957,-87.71922296
JB461634,10/3/18,HOMICIDE,FIRST DEGREE MURDER,045XX W ADAMS ST,Chicago,IL,41.87781891,-87.73878468
JB358768,7/23/18,HOMICIDE,FIRST DEGREE MURDER,011XX N CENTRAL PARK AVE,Chicago,IL,41.90134859,-87.71651188
JB528473,11/20/18,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,052XX S SAWYER AVE,Chicago,IL,41.79851866,-87.70492701
JB337284,7/2/18,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,003XX S MAPLEWOOD AVE,Chicago,IL,41.87676332,-87.69007565
JB368001,5/1/18,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,035XX W 57TH ST,Chicago,IL,41.78975208,-87.71174512
JB500782,10/26/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,023XX S HOMAN AVE,Chicago,IL,41.84912354,-87.71004757
JB273286,5/22/18,HOMICIDE,FIRST DEGREE MURDER,030XX W BELMONT AVE,Chicago,IL,41.93936254,-87.70303151
JB532502,9/29/18,SEX OFFENSE,OTHER,037XX W BELDEN AVE,Chicago,IL,41.89214346,-87.61442738
JC110488,4/30/18,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,047XX N CLARENDON AVE,Chicago,IL,41.96789581,-87.65008279
JB549998,11/29/18,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES,010XX N LARAMIE AVE,Chicago,IL,41.89920884,-87.75570338
JB399568,8/19/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,005XX N LAVERGNE AVE,Chicago,IL,41.88997848,-87.75052362
JB396584,8/16/18,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,068XX S JUSTINE ST,Chicago,IL,41.76993437,-87.66274142
JB314438,5/18/18,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,061XX S MENARD AVE,Chicago,IL,41.78115042,-87.76673321
JB383178,8/7/18,SEX OFFENSE,PUBLIC INDECENCY,001XX S COLUMBUS DR,Chicago,IL,41.88055567,-87.62077417
JB164505,2/25/18,HOMICIDE,FIRST DEGREE MURDER,000XX N MAYFIELD AVE,Chicago,IL,41.88099563,-87.77181926
JB156223,2/18/18,HOMICIDE,FIRST DEGREE MURDER,077XX S KILBOURN AVE,Chicago,IL,41.75197255,-87.73419372
JB394567,8/15/18,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,022XX N LAWLER AVE,Chicago,IL,41.92114866,-87.75237124
JB385749,8/9/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,005XX W HARRISON ST,Chicago,IL,41.87440042,-87.64006789
JB480415,7/27/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,029XX W WARREN BLVD,Chicago,IL,41.88195538,-87.69993851
JB148804,2/12/18,HOMICIDE,RECKLESS HOMICIDE,038XX S CALIFORNIA AVE,Chicago,IL,41.82399747,-87.69464352
JB137001,1/31/18,HOMICIDE,FIRST DEGREE MURDER,047XX W ARTHINGTON ST,Chicago,IL,41.86956364,-87.74346523
JB137001,1/31/18,HOMICIDE,FIRST DEGREE MURDER,047XX W ARTHINGTON ST,Chicago,IL,41.86956364,-87.74346523
JB445877,9/22/18,HOMICIDE,FIRST DEGREE MURDER,040XX W LAKE ST,Chicago,IL,41.88548754,-87.72642205
JB516364,11/15/18,HOMICIDE,FIRST DEGREE MURDER,011XX S KEELER AVE,Chicago,IL,41.86766115,-87.73011888
JB174135,3/5/18,HOMICIDE,FIRST DEGREE MURDER,004XX S LARAMIE AVE,Chicago,IL,41.87457491,-87.75484574
JB385627,10/4/18,HOMICIDE,FIRST DEGREE MURDER,122XX S MORGAN ST,Chicago,IL,41.67164714,-87.64657781
JB493178,10/28/18,HOMICIDE,FIRST DEGREE MURDER,062XX S MAPLEWOOD AVE,Chicago,IL,41.78053659,-87.68734253
JB538430,12/3/18,HOMICIDE,FIRST DEGREE MURDER,105XX S YATES AVE,Chicago,IL,41.70388614,-87.56445418
JB308725,6/16/18,HOMICIDE,FIRST DEGREE MURDER,067XX S PARNELL AVE,Chicago,IL,41.77191018,-87.63870912
JB361858,7/31/18,HOMICIDE,FIRST DEGREE MURDER,026XX S DRAKE AVE,Chicago,IL,41.84379394,-87.71355279
JB566817,12/25/18,HOMICIDE,FIRST DEGREE MURDER,024XX S WHIPPLE ST,Chicago,IL,41.84723785,-87.70144087
JB298782,6/8/18,HOMICIDE,FIRST DEGREE MURDER,016XX S HOMAN AVE,Chicago,IL,41.85835942,-87.71031397
JB451055,9/25/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,082XX S DREXEL AVE,Chicago,IL,41.74536829,-87.60258949
JB189493,3/17/18,HOMICIDE,FIRST DEGREE MURDER,063XX S RHODES AVE,Chicago,IL,41.77949825,-87.61200593
JB501375,11/3/18,HOMICIDE,FIRST DEGREE MURDER,130XX S DREXEL AVE,Chicago,IL,41.65790983,-87.60093326
JB266947,5/2/18,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,008XX N KOSTNER AVE,Chicago,IL,41.89644878,-87.73598202
JB181529,3/11/18,HOMICIDE,RECKLESS HOMICIDE,007XX W 69TH ST,Chicago,IL,41.76886639,-87.64274494
JB384129,8/9/18,HOMICIDE,FIRST DEGREE MURDER,073XX S UNION AVE,Chicago,IL,41.76103438,-87.64186862
JB106192,1/6/18,HOMICIDE,RECKLESS HOMICIDE,021XX W ADDISON ST,Chicago,IL,41.94682308,-87.68171857
